,Unnamed: 0,Chord,Composer,File,NormalForm,Offset,PCsInNormalForm,beatNumber,measureNumber,pieceNumber,pieceName,movementName,genre,publicationYear,Epoch,Source,fileFormat,phraseAnalysis,fileConversion,getChords,Common Names,Contains 7th,isExtended,extendedInd
4866,4866,<music21.chord.Chord C4 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",86,"[7, 0]",3,22,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Twelfth,FALSE,Not Extended Chord,0
4868,4868,<music21.chord.Chord G#3 F5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",87,"[5, 8]",4,22,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Fourteenth,FALSE,Not Extended Chord,0
4870,4870,<music21.chord.Chord F4 C5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",88,"[0, 5]",1,23,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fifth,FALSE,Not Extended Chord,0
4872,4872,<music21.chord.Chord G4 D5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",89,"[2, 7]",2,23,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fifth,FALSE,Not Extended Chord,0
4877,4877,<music21.chord.Chord D4 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",90,"[2, 3]",3,23,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Ninth,FALSE,Extended Chord,1
4880,4880,<music21.chord.Chord A4 G#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",91,"[8, 9]",4,23,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Seventh,FALSE,Extended Chord,1
4883,4883,<music21.chord.Chord F#4 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",92,"[6, 10]",1,24,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Eleventh,FALSE,Not Extended Chord,0
4892,4892,<music21.chord.Chord G4 E6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",95,"[4, 7]",4,24,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Thirteenth,FALSE,Not Extended Chord,0
4895,4895,<music21.chord.Chord G#4 C#6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",96,"[8, 1]",1,25,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Eleventh,FALSE,Not Extended Chord,0
4898,4898,<music21.chord.Chord E5 A5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",97,"[4, 9]",2,25,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fourth,FALSE,Not Extended Chord,0
4903,4903,<music21.chord.Chord C#5 D6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",98,"[1, 2]",3,25,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Ninth,FALSE,Extended Chord,1
4905,4905,<music21.chord.Chord C#5 E-6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",99,"[1, 3]",4,25,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Tenth,FALSE,Extended Chord,1
4909,4909,<music21.chord.Chord C#5 C6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",100,"[0, 1]",1,26,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Octave,FALSE,Extended Chord,1
4913,4913,<music21.chord.Chord C#5 G#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",101,"[8, 1]",2,26,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fifth,FALSE,Not Extended Chord,0
4916,4916,<music21.chord.Chord C4 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",102,"[10, 0]",3,26,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Fourteenth,FALSE,Extended Chord,1
4919,4919,<music21.chord.Chord B-4 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",103,"[10, 3]",4,26,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fourth,FALSE,Not Extended Chord,0
4922,4922,<music21.chord.Chord C4 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",104,"[7, 0]",1,27,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Twelfth,FALSE,Not Extended Chord,0
4925,4925,<music21.chord.Chord G4 C5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",105,"[7, 0]",2,27,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fourth,FALSE,Not Extended Chord,0
4928,4928,<music21.chord.Chord B-4 D5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",106,"[10, 2]",3,27,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Third,FALSE,Not Extended Chord,0
4931,4931,<music21.chord.Chord G#4 C5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",107,"[8, 0]",4,27,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Fourth,FALSE,Not Extended Chord,0
4939,4939,<music21.chord.Chord F#3 B-4>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",109,"[6, 10]",2,28,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Eleventh,FALSE,Not Extended Chord,0
4941,4941,<music21.chord.Chord F3 G4>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",110,"[5, 7]",3,28,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Ninth,FALSE,Extended Chord,1
4943,4943,<music21.chord.Chord F#3 B-4>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",111,"[6, 10]",4,28,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Eleventh,FALSE,Not Extended Chord,0
4946,4946,<music21.chord.Chord C#4 C5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",112,"[0, 1]",1,29,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Octave,FALSE,Extended Chord,1
4948,4948,<music21.chord.Chord E-4 E-5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",113,"[3, 7]",2,29,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Octave,FALSE,Not Extended Chord,0
4950,4950,<music21.chord.Chord F4 F5 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",114,"[5, 10]",3,29,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Octave,FALSE,Not Extended Chord,0
4954,4954,<music21.chord.Chord B-4 D5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",115,"[10, 2]",4,29,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Third,FALSE,Not Extended Chord,0
4956,4956,<music21.chord.Chord D-5 E-5 F5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2, 4]",116,"[1, 3, 5]",1,30,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,whole-tone trichord,FALSE,Extended Chord,1
4957,4957,<music21.chord.Chord E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 4]",117,"[3, 6, 7]",2,30,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,major-minor trichord,FALSE,Extended Chord,1
4959,4959,<music21.chord.Chord E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 4]",118,"[3, 6, 7]",3,30,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,major-minor trichord,FALSE,Extended Chord,1
4961,4961,<music21.chord.Chord E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 4]",119,"[3, 6, 7]",4,30,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,major-minor trichord,FALSE,Extended Chord,1
4966,4966,<music21.chord.Chord E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 4]",120,"[3, 6, 7]",1,31,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,major-minor trichord,FALSE,Extended Chord,1
4968,4968,<music21.chord.Chord E3 G#3 B3 E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1, 3, 4, 5, 8]",121,"[3, 4, 6, 7, 8, 11]",2,31,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,combinatorial P (P6),FALSE,Extended Chord,1
4972,4972,<music21.chord.Chord E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 4]",123,"[3, 6, 7]",4,31,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,major-minor trichord,FALSE,Extended Chord,1
4974,4974,<music21.chord.Chord E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 4]",124,"[3, 6, 7]",1,32,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,major-minor trichord,FALSE,Extended Chord,1
4976,4976,<music21.chord.Chord E-5 F#5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 4]",125,"[3, 6, 7]",2,32,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,major-minor trichord,FALSE,Extended Chord,1
4980,4980,<music21.chord.Chord C5 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",127,"[0, 3]",4,32,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Third,FALSE,Not Extended Chord,0
4984,4984,<music21.chord.Chord C5 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",128,"[0, 3]",1,33,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Third,FALSE,Not Extended Chord,0
4988,4988,<music21.chord.Chord E-5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",129,"[3, 7]",2,33,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Third,FALSE,Not Extended Chord,0
4991,4991,<music21.chord.Chord C5 D5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",130,"[0, 2]",3,33,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Second,FALSE,Extended Chord,1
4995,4995,<music21.chord.Chord E-5 F#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",131,"[3, 6]",4,33,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Second,FALSE,Not Extended Chord,0
4998,4998,<music21.chord.Chord B-4 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",132,"[10, 3]",1,34,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fourth,FALSE,Not Extended Chord,0
5007,5007,<music21.chord.Chord B-4 F#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",135,"[6, 10]",4,34,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Fifth,FALSE,Not Extended Chord,0
5010,5010,<music21.chord.Chord C5 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",136,"[0, 3]",1,35,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Third,FALSE,Not Extended Chord,0
5013,5013,<music21.chord.Chord D5 E5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",137,"[2, 4]",2,35,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Second,FALSE,Extended Chord,1
5018,5018,<music21.chord.Chord C5 C#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",138,"[0, 1]",3,35,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Unison,FALSE,Extended Chord,1
5023,5023,<music21.chord.Chord D5 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",139,"[10, 2]",4,35,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Sixth,FALSE,Not Extended Chord,0
5026,5026,<music21.chord.Chord D5 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",140,"[10, 2]",1,36,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Sixth,FALSE,Not Extended Chord,0
5029,5029,<music21.chord.Chord B-4 B5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",141,"[10, 11]",2,36,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Octave,FALSE,Extended Chord,1
5032,5032,<music21.chord.Chord G4 B5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",142,"[7, 11]",3,36,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Tenth,FALSE,Not Extended Chord,0
5042,5042,<music21.chord.Chord G4 C6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",145,"[7, 0]",2,37,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Eleventh,FALSE,Not Extended Chord,0
5046,5046,<music21.chord.Chord B-4 B5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",146,"[10, 11]",3,37,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Octave,FALSE,Extended Chord,1
5049,5049,<music21.chord.Chord C5 A5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",147,"[9, 0]",4,37,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Sixth,FALSE,Not Extended Chord,0
5052,5052,<music21.chord.Chord B-4 C6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",148,"[10, 0]",1,38,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Ninth,FALSE,Extended Chord,1
5055,5055,<music21.chord.Chord G4 C#6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 6]",149,"[1, 7]",2,38,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Eleventh,FALSE,Not Extended Chord,0
5058,5058,<music21.chord.Chord G4 D6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",150,"[2, 7]",3,38,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Twelfth,FALSE,Not Extended Chord,0
5062,5062,<music21.chord.Chord B-4 C#6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",151,"[10, 1]",4,38,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Ninth,FALSE,Not Extended Chord,0
5065,5065,<music21.chord.Chord E-5 C#6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",152,"[1, 3]",1,39,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Sixth,FALSE,Extended Chord,1
5073,5073,<music21.chord.Chord C5 E6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",154,"[0, 4]",3,39,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Tenth,FALSE,Not Extended Chord,0
5076,5076,<music21.chord.Chord E-5 C#6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",155,"[1, 3]",4,39,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Sixth,FALSE,Extended Chord,1
5079,5079,<music21.chord.Chord C5 G#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",156,"[8, 0]",1,40,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Fifth,FALSE,Not Extended Chord,0
5086,5086,<music21.chord.Chord G4 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",158,"[7, 10]",3,40,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Tenth,FALSE,Not Extended Chord,0
5089,5089,<music21.chord.Chord B-4 G#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",159,"[8, 10]",4,40,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Sixth,FALSE,Extended Chord,1
5097,5097,<music21.chord.Chord G4 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",161,"[7, 10]",2,41,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Tenth,FALSE,Not Extended Chord,0
5100,5100,<music21.chord.Chord B-4 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",162,"[7, 10]",3,41,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Sixth,FALSE,Not Extended Chord,0
5103,5103,<music21.chord.Chord F4 G#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",163,"[5, 8]",4,41,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Augmented Ninth,FALSE,Not Extended Chord,0
5106,5106,<music21.chord.Chord G#4 B-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",164,"[8, 10]",1,42,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Tenth,FALSE,Extended Chord,1
5110,5110,<music21.chord.Chord C5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",165,"[7, 0]",2,42,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fifth,FALSE,Not Extended Chord,0
5114,5114,<music21.chord.Chord C5 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",166,"[7, 0]",3,42,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fifth,FALSE,Not Extended Chord,0
5118,5118,<music21.chord.Chord F4 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",167,"[5, 7]",4,42,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Ninth,FALSE,Extended Chord,1
5121,5121,<music21.chord.Chord G#4 G5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",168,"[7, 8]",1,43,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Octave,FALSE,Extended Chord,1
5124,5124,<music21.chord.Chord C5 F5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",169,"[0, 5]",2,43,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Fourth,FALSE,Not Extended Chord,0
5127,5127,<music21.chord.Chord E-4 F5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",170,"[3, 5]",3,43,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Ninth,FALSE,Extended Chord,1
5130,5130,<music21.chord.Chord B-3 C5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 2]",171,"[10, 0]",4,43,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Major Ninth,FALSE,Extended Chord,1
5140,5140,<music21.chord.Chord G#3 F5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3]",174,"[5, 8]",3,44,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Fourteenth,FALSE,Not Extended Chord,0
5143,5143,<music21.chord.Chord C#4 C5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",175,"[0, 1]",4,44,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Diminished Octave,FALSE,Extended Chord,1
5153,5153,<music21.chord.Chord D4 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1]",178,"[2, 3]",3,45,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Ninth,FALSE,Extended Chord,1
5160,5160,<music21.chord.Chord G4 E-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",180,"[3, 7]",1,46,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Sixth,FALSE,Not Extended Chord,0
5170,5170,<music21.chord.Chord G4 C6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",182,"[7, 0]",3,46,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Eleventh,FALSE,Not Extended Chord,0
5172,5172,<music21.chord.Chord C5 C6 G6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5]",183,"[7, 0]",4,46,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Perfect Octave,FALSE,Not Extended Chord,0
5175,5175,<music21.chord.Chord F4 A4 C6 E-6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 3, 6, 8]",184,"[9, 0, 3, 5]",1,47,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
5177,5177,<music21.chord.Chord F#4 C5 D-6 F6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1, 5, 6]",186,"[0, 1, 5, 6]",3,47,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,double-fourth tetramirror,FALSE,Extended Chord,1
5180,5180,<music21.chord.Chord C5 G#5 D6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4, 6]",187,"[8, 0, 2]",4,47,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,incomplete half-diminished seventh chord,FALSE,Extended Chord,1
5181,5181,<music21.chord.Chord C5 G#5 D6>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4, 6]",188,"[8, 0, 2]",1,48,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,incomplete half-diminished seventh chord,FALSE,Extended Chord,1
5183,5183,<music21.chord.Chord D4 B-4 E5 A5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 1, 5, 7]",189,"[9, 10, 2, 4]",2,48,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,minor-second quartal tetrachord,FALSE,Extended Chord,1
5185,5185,<music21.chord.Chord D#4 B4 D#5 B5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",190,"[11, 3]",3,48,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Sixth,FALSE,Not Extended Chord,0
5186,5186,<music21.chord.Chord C4 A-4 D5 G#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4, 6]",191,"[8, 0, 2]",4,48,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,incomplete half-diminished seventh chord,FALSE,Extended Chord,1
5188,5188,<music21.chord.Chord C#4 A4 D5 A5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4, 5]",192,"[9, 1, 2]",1,49,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,incomplete major-seventh chord,FALSE,Extended Chord,1
5190,5190,<music21.chord.Chord C4 A-4 C5 G#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4]",193,"[8, 0]",2,49,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,Minor Sixth,FALSE,Not Extended Chord,0
5192,5192,<music21.chord.Chord G3 E-4 B4 D#5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4, 8]",194,"[3, 7, 11]",3,49,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,augmented triad,TRUE,Not Extended Chord,0
5194,5194,<music21.chord.Chord A-3 E4 A#4 E5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 4, 6]",195,"[4, 8, 10]",4,49,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,incomplete half-diminished seventh chord,FALSE,Extended Chord,1
5196,5196,<music21.chord.Chord F#3 C#4 G4 D-5>,Beatty,Beatty_Musing_for_Piano.xml,"[0, 5, 6]",196,"[1, 6, 7]",1,50,piece34,"Musing for Piano, Op833",No7,OtherSolo,2017,1970-2020,IMSLP,PDF,N,Y,Y,tritone-fourth,FALSE,Extended Chord,1
